nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0015520	Joseph Akouissone	\N	\N	director,actor	tt0083251,tt0076652
nm0015521	Micky Akoumianakis	\N	\N	miscellaneous	tt0049357
nm0015522	Greg Akouris	\N	\N	camera_department,cinematographer	tt0112508,tt0114648,tt0267989,tt0113936
nm0015523	Mukharbek Akov	1949	1987	actor	tt0239815,tt11264450,tt0275453,tt0976203
nm0015524	Pearce Akpata	\N	\N	actor	tt1454592,tt1318000,tt1443501,tt1490652
nm0015525	Edith Akpik	\N	\N	actress	tt0110725
nm0015526	Mehmet Ali Akpinar	1929	2015	actor	tt0274931,tt0308211,tt0263116,tt0470713
nm0015527	Metin Akpinar	1941	\N	actor,director,writer	tt3417068,tt0267351,tt0282788,tt0216986
nm0015528	Necati Akpinar	1962	\N	producer	tt5365760,tt2608224,tt3347976,tt0384116
nm0015529	Angelina Akpovo	\N	\N	actress,miscellaneous	tt0327226,tt0806910
nm0015530	John Akopyan	\N	\N	actor	tt0111486
nm0015531	Ignat Akrachkov	1976	\N	actor	tt1399952,tt0972558,tt1475099,tt0318020
nm0015532	Therese Akraka	\N	\N	actress,archive_footage	tt0103523,tt0120567,tt0266124,tt0136638
nm0015533	Barmak Akram	\N	\N	director,cinematographer,writer	tt2551492,tt1217635,tt0855658,tt32217969
nm0015534	Javed Akram	\N	\N	actor	tt0221558
nm0015535	Shaikh Akram	\N	\N	sound_department	tt0054098,tt0133014,tt0359580
nm0015536	Jamsheed Akrami	\N	\N	director,producer,editor	tt0261699,tt3467794,tt14315622,tt28643933
nm0015537	Bakhram Akramov	1954	\N	actor	tt0266070,tt0076465,tt0314464,tt0092256
nm0015538	Mike Akrawi	\N	\N	actor,stunts	tt0111503,tt0425061,tt0133952,tt0120177
nm0015539	Romeo Akrawi	\N	\N	actor,producer	tt0120177,tt0101022,tt0100490,tt0126973
nm0015540	Hanne Cecilie Akre	\N	\N	\N	tt0220735
nm0015541	Ottar Akre	\N	\N	composer	tt0031453
nm0015542	Christine Akrey	1964	\N	miscellaneous,script_department,writer	tt0098395,tt4818722,tt0097075,tt0110971
nm0015543	Michel Akrich	\N	\N	sound_department,music_department	tt0096878,tt0418577,tt0418608,tt0418771
nm0015544	Dennis A. Krick	\N	\N	miscellaneous	tt0098067,tt0101065,tt0310482,tt0111875
nm0015545	Kerry Akridge	\N	\N	actress	tt0113048
nm0015546	Karin Akrim	\N	\N	make_up_department	tt0806910,tt0086564,tt0959258,tt0274279
nm0015547	Roni Akrish	\N	\N	actor	tt0101702
nm0015548	Franklin Akrofi	\N	\N	actor	tt0058174
nm0015549	Khaled Akrout	\N	\N	actor	tt0087730,tt0091470
nm0015550	John Akroyd-Hunt	1940	1984	miscellaneous	tt0085678,tt0077636
nm0015551	Ryne Niner	\N	\N	camera_department,editorial_department,miscellaneous	tt1424381,tt0099739,tt0095963,tt1430132
nm0015552	Sergey Aksakov	1791	1859	writer	tt0130446,tt0283242,tt0949326,tt0166935
nm0015554	Nachson Akselrad	\N	\N	miscellaneous	tt0093248
nm0015555	Dagfin Akselsen	\N	\N	sound_department	tt0050762,tt0214860,tt0052054,tt0047987
nm0015556	Ulla Akselson	1924	2007	actress	tt9141320,tt0220936,tt0060529,tt0056854
nm0015557	Ivan Aksenchuk	1918	1999	director,animation_department,assistant_director	tt0811775,tt5080794,tt10799432,tt9126618
nm0015558	Vitali Aksyonov	1931	2020	director,writer,actor	tt0091319,tt0271076,tt0332496,tt0192936
nm0015559	Yuriy Aksentiy	\N	\N	actor	tt0111579,tt0070934,tt0311409,tt4862458
nm0015561	Astrig Akseralian	\N	\N	special_effects,visual_effects,art_department	tt0120915,tt0172495,tt0120738,tt0120616
nm0015563	Mehmet Aksin	1968	\N	cinematographer	tt0421625,tt0265144,tt0363648,tt0200654
nm0015564	V. Aksionov	\N	\N	actor	tt0169546
nm0015565	Tor Aksnes	\N	\N	art_department	tt0179112,tt0073021,tt0163247
nm0015566	Erol Aksoy	1935	\N	actor,writer,art_director	tt0274673,tt3347976,tt5985820,tt1831164
nm0015567	Fatih Aksoy	1961	\N	producer,director,executive	tt7661932,tt10315298,tt8961058,tt1826071
nm0015568	Necla Aksoy	\N	\N	actress	tt0193493
nm0015569	Nuran Aksoy	1944	1987	actress	tt0489631,tt5304012,tt0345509,tt2159736
nm0015570	Orhan Aksoy	1930	2008	director,writer,assistant_director	tt0293223,tt0297475,tt0431190,tt0345474
nm0015571	Serap Aksoy	1964	\N	actress	tt0104483,tt0109357,tt0494641,tt1183924
nm0015572	Turgay Aksoy	1958	\N	assistant_director,producer,actor	tt0494956,tt1562325,tt0084934,tt0427336
nm0015573	Albert Akst	1899	1958	editor	tt0037059,tt0049778,tt0040308,tt0045537
nm0015574	Sezen Aksu	1954	\N	music_department,composer,actress	tt6462806,tt12687036,tt0347048,tt1244668
nm0015575	Zeynep Aksu	1949	\N	actress	tt0475031,tt0432705,tt0429567,tt0487356
nm0015576	Aleksandr Aksyonov	\N	\N	actor,composer	tt0106723,tt0092186
nm0015577	Aleksei Aksyonov	1960	\N	production_designer,art_director	tt0110883,tt0102574,tt0476102,tt0127966
nm0015578	I. Aksyonov	\N	\N	actor	tt0029816
nm0015579	Vasiliy Aksyonov	1932	2009	writer,actor,archive_footage	tt0175259,tt0056253,tt0078098,tt0068976
nm0015581	Vladislav Aksyonov	\N	\N	\N	\N
nm0015582	Vsevolod Aksyonov	1902	1960	actor	tt0039790,tt21412782,tt0232984,tt3303066
nm0015583	Antonina Aksyonova	\N	\N	actress	tt0174972,tt0070934,tt4625078,tt0275810
nm0015584	Natalya Aksyonova	1947	2010	production_designer,actress	tt5447782,tt0230650,tt0237366,tt0262477
nm0015585	T. Aksyonova	\N	\N	editor	tt0158083,tt0075468,tt0312261,tt0229905
nm0015586	Tatyana Aksyuta	1957	\N	actress	tt0153489,tt0082301,tt0087941,tt0175048
nm0015587	Zuhal Aktan	1950	\N	actress	tt0274931,tt0489351,tt0469600,tt0468260
nm0015588	Ryan Aktari	\N	\N	sound_department,music_department,miscellaneous	tt0203230,tt1470942,tt1001484,tt1757859
nm0015589	Erkan Aktas	1951	\N	sound_department,editorial_department,special_effects	tt0476735,tt0201368,tt0263208,tt0183272
nm0015590	Irina Aktasheva	1931	\N	director,writer,actress	tt0267635,tt0307473,tt0277793,tt0307472
nm0015591	Nina Aktk	\N	\N	script_department	tt0117506
nm0015592	Sevda Aktolga	1957	\N	writer,actress,assistant_director	tt0300982,tt4195262,tt0253614,tt0252489
nm0015593	Karina Aktouf	\N	\N	actress	tt0118346,tt0202289,tt5135640,tt0294279
nm0015594	Ajlan Aktug	1942	1997	actor	tt0182916,tt0128332,tt6590728,tt0490429
nm0015595	Hisashi Aku	\N	\N	writer	tt0202976
nm0015596	Vincent Akubuko	\N	\N	camera_department	tt0109549
nm0015597	Fred Akuffo-Lartey	\N	\N	actor	tt0058174
nm0015598	Petri Akujärvi	\N	\N	stunts,miscellaneous	tt0158717
nm0015599	Yelizaveta Akulicheva	1935	1988	actress	tt0271467,tt0060732,tt0237601,tt0049157
nm0015600	Olga Akulinina	\N	\N	actress	tt0193474
nm0015601	Irina Akulova	1951	\N	actress	tt0134633,tt5137374,tt0144111,tt0082058
nm0015602	Tamara Akulova	1957	\N	actress	tt0251602,tt0211622,tt0230961,tt0087223
nm0015603	Shiv Akumar	\N	\N	assistant_director	tt0228606
nm0015604	Iwao Akune	\N	\N	production_designer,art_director,camera_department	tt0063186,tt0175755,tt0293337,tt0080962
nm0015606	Shuko Akune	1959	\N	actress,soundtrack	tt0086704,tt0093066,tt0094631,tt0098904
nm0015607	I. Akushin	\N	\N	actor	tt0166712
nm0015608	Erik Akutagawa	\N	\N	visual_effects,miscellaneous	tt1735898,tt0800080,tt0296572,tt0377062
nm0015609	Hiroshi Akutagawa	1920	1981	actor	tt0045731,tt0045802,tt0043093,tt0055530
nm0015610	Hoshi Akutagawa	\N	\N	producer	tt0167768
nm0015611	Ryûnosuke Akutagawa	1892	1927	writer	tt0042876,tt0102128,tt0306550,tt2190475
nm0015612	Shiho Akutagawa	\N	\N	actress	tt0167768
nm0015613	Shingo Akutagawa	\N	\N	composer	tt0168268
nm0015614	Yasushi Akutagawa	1925	1989	composer,music_department,soundtrack	tt0202604,tt0204745,tt0045731,tt0203549
nm0015615	Jun'ichi Akutsu	\N	\N	animation_department,art_department,production_designer	tt0994314,tt14759062,tt8100900,tt2641210
nm0015616	Mari Akutsu	\N	\N	actress	tt0148332
nm0015617	Jude Akuwudike	\N	\N	actor	tt1365050,tt0318649,tt5971474,tt1274300
nm0015618	Akuyoe Graham	\N	\N	actress,producer	tt0163651,tt0469062,tt3901260,tt0109447
nm0015619	Josephine Akvama	\N	\N	actress,soundtrack	tt0285523,tt0164592,tt0332884
nm0015620	Noella Akwiri	\N	\N	actress	tt0119292,tt16296544,tt29336800
nm0015621	Errol Akyalcin	\N	\N	actor	tt2329424
nm0015622	Müge Akyamaç	1963	\N	actress	tt4343334,tt5547240,tt2379896,tt0252596
nm0015623	Evrim Akyigit	1977	\N	actress	tt1691232,tt0140056,tt4708680,tt0920448
nm0015624	Elvan Akyildiz	\N	\N	actress	tt3422496,tt0140056,tt0243086,tt0350373
nm0015625	Mahir Akyol	\N	\N	director,writer,assistant_director	tt0899183,tt0216986
nm0015626	Turkan Akyol	1928	2017	\N	tt0238912
nm0015627	Hasan Akyurek	\N	\N	actor	tt0118230
nm0015628	Sav Akyüz	\N	\N	visual_effects,art_department,director	tt0490181,tt7846844,tt1401152,tt0443274
nm0015629	Tuncay Akça	1963	\N	actor,archive_footage	tt0300982,tt0252490,tt0252562,tt0084934
nm0015630	Dilek Akçan	\N	\N	actress	tt0472697,tt0274499,tt0264135,tt0290255
nm0015631	Ali Al Akili	\N	\N	actor	tt0094229
nm0015632	Nabil Al alfi	\N	\N	actor	tt0271179,tt0359511,tt0304958,tt0367025
nm0015633	Raman Al Amar	\N	\N	actor	\N
nm0015634	Ahmed Sanad Al Amarat	\N	\N	miscellaneous	tt0125980
nm0015635	Rola Al Amin	\N	\N	actress	tt0157183
nm0015636	Safia El Emari	1949	\N	actress	tt0119629,tt0090725,tt30631082,tt5579382
nm0015637	Ali Al Ariss	\N	\N	director,art_director,actor	tt0250238,tt0250466,tt0252548,tt0253957
nm0015638	Farid El-Atrash	1915	1974	actor,composer,producer	tt0804497,tt0310599,tt0297707,tt0342661
nm0015639	Joumana Al Awar	\N	\N	actress	tt0108187
nm0015640	Ali Hammad Al Badoul	\N	\N	miscellaneous	tt0125980
nm0015641	Khaleel Mohammed Al Badoul	\N	\N	miscellaneous	tt0125980
nm0015642	Judith Al Bakri	\N	\N	actress	tt0806910,tt1670684,tt0376990,tt0242524
nm0015643	Menha Batraoui	\N	\N	actress	tt6520568,tt0096036,tt1173708,tt27907999
nm0015644	Al Dente	\N	\N	editorial_department,sound_department,miscellaneous	tt9450316,tt0143651,tt0125399,tt0241057
nm0015645	Aminah Al Fakir	1974	\N	actress	tt0258291,tt14664414,tt0441579,tt9318602
nm0015646	Muchtar Al Ghusain	\N	\N	actor	tt0281272
nm0015647	Nour Al Hoda	1924	1998	actress	tt0039639,tt0316365,tt0300215,tt0316228
nm0015648	Hasan El-Emam	1919	1988	director,writer,producer	tt0347333,tt0343169,tt0373822,tt31324176
nm0015650	Mohamed Al Janahi	\N	2008	actor	tt0186515
nm0015651	Mohammed Al Kahlawi	\N	\N	actor,music_department,composer	tt0342171,tt0300022,tt0275209,tt9876150
nm0015652	Abdel Fatah Al Kasri	1905	1965	actor	tt0342556,tt0281188,tt0342583,tt0317630
nm0015653	Ahmet Al Khaleb Al Haroun	\N	\N	actor	tt0099963
nm0015654	George Lutfi Al Khaouri	\N	\N	cinematographer,director	tt2812674,tt28082718,tt12326990,tt2099552
nm0015655	Nihal Al Khatebb	\N	\N	actor	tt0108024,tt0312149
nm0015656	Mounira Al Mahdiyya	\N	\N	actress	tt0270967
nm0015657	Abd Elfatah Almozyen	\N	\N	actor	tt13292658,tt0082493,tt22445238,tt20102736
nm0015658	Abdulsalam El-Nabulsi	1899	1968	actor,writer,assistant_director	tt0359373,tt0275209,tt0281362,tt0033350
nm0015659	Sari Al Nagar	\N	\N	actor	tt0379160,tt0347927,tt0208288,tt0208176
nm0015660	Nabila Al Own	\N	\N	make_up_department	tt0184157
nm0015661	Riad Al Qabandi	\N	\N	composer,music_department,soundtrack	tt2090594,tt0400754,tt0123513,tt1782456
nm0015662	Nagib El-Rihani	1889	1949	writer,actor,director	tt0184512,tt0268764,tt0038689,tt0268350
nm0015663	Sa'eed Saleh	1939	2014	actor	tt1796395,tt0430411,tt2255801,tt2146212
nm0015664	Khalid Al Siddiq	1945	2021	director,writer,cinematographer	tt0121994,tt2780516,tt1101669
nm0015665	Ahmad Al Tukhi	\N	\N	director,writer,assistant_director	tt0252435,tt0252686,tt0310576
nm0015666	Sheikh Ahmad Al Tuni	\N	\N	actor,soundtrack	tt0211718
nm0015667	Honorino Al Varez	\N	\N	actor	tt0264686
nm0015668	Otto Al'Antila	1885	1936	actor,writer,art_department	tt1448366,tt0138754,tt0016231,tt0138634
nm0015669	Ali Al'Azaari	\N	\N	actor	tt0087699
nm0015670	Big Al	\N	\N	actor	tt0112453,tt0102108,tt0108124,tt0095520
nm0015671	Joseph Al	\N	\N	actor	tt0101828,tt0099579,tt0101475
nm0015672	Mahalo Al	\N	\N	camera_department,sound_department	tt0292588,tt0389356,tt0389197,tt0185889
nm0015673	Al Vicente	\N	\N	actor,director,writer	tt3502248,tt18070984,tt8080122,tt16431870
nm0015674	Wu Yueh Al	\N	\N	make_up_department	tt0081499
nm0015675	Firouz Al-Adakh	\N	\N	actor	tt0174026
nm0015676	Khadher Al-Aidarous	\N	\N	editor	tt0169981
nm0015677	Hudhail Al-Amir	\N	\N	actor	tt0101507
nm0015678	Sami Al-Ani	\N	\N	actor	tt0105689
nm0015679	Mohamed El Arabi	\N	\N	actor	tt30978991,tt8951300,tt8152790,tt0068672
nm0015680	Grisha Alasadi	1970	\N	editor,cinematographer,editorial_department	tt0398021,tt1265295,tt2631300,tt1356409
nm0015681	Samer Al-Asadi	\N	\N	editorial_department,miscellaneous,editor	tt0115937,tt0951216,tt0463947,tt0892035
nm0015682	Nidal Al-Askhar	\N	\N	actress	tt0212295,tt0087730,tt0102058,tt0119901
nm0015683	Hasan Al-Asmar	1959	2011	actor,music_department,soundtrack	tt9062068,tt2294505,tt5594738,tt2162890
nm0015684	Hafez al-Assad	1930	2000	archive_footage	tt2230599,tt10516098,tt0044298
nm0015685	Kays Al-Atrakchi	1969	\N	composer,music_department,producer	tt0460760,tt6066606,tt6467466,tt27904744
nm0015686	Hussein Al-Ayed	\N	\N	assistant_director	tt0125980
nm0015687	Abdulaziz Khalil	\N	\N	actor	tt0275209,tt0342397,tt0342583,tt0237487
nm0015688	Kamel Al-Azzawi	\N	\N	director,writer	tt0249039
nm0015689	Haroon Hammad Al-Badoul	\N	\N	assistant_director	tt0125980
nm0015690	Fadil Al-Badri	\N	\N	actor	tt0120188
nm0015691	Mohammed Al-Bakkar	1913	1959	actor,composer,music_department	tt0311395,tt13706084,tt0311124,tt4800094
nm0015692	Sulayman Al-Bassam	\N	\N	actor	tt0243155,tt2558492,tt0373134
nm0015693	Fuad al-Dahiri	\N	\N	composer	tt0348042,tt0062519,tt0076663,tt0049746
nm0015694	Abdullah Al-Dawalem	\N	\N	actor	tt0120188
nm0015695	Zouheir Al-Daya	\N	\N	editor	tt22941076,tt0372794,tt0234078
nm0015696	Suzan Al-Doghachi	\N	\N	editor,producer,writer	tt0450992,tt4007284,tt16068914,tt9359866
nm0015697	Hemza Al-Din	1929	2006	composer,music_department,soundtrack	tt0095999,tt0125980,tt0298082,tt0142005
nm0015700	Hani Ali Al-Falhat	\N	\N	location_management	tt0125980
nm0015701	Mohamed Al-Fayed	1929	2023	producer,actor,soundtrack	tt0316396,tt0175876,tt0169438,tt23897372
nm0015702	Mohmaed Al-Faysal	\N	\N	\N	tt0094416
nm0015703	Mohammed Al-Fodoul	\N	\N	special_effects	tt0125980
nm0015704	Mohammad Al-Gaddary	\N	\N	actor	tt0074896
nm0015705	Iman Al-Ghouri	\N	\N	actor	tt19721180,tt0234078
nm0015706	Khaled El Hagar	\N	\N	director,writer,actor	tt0218559,tt1825755,tt5813282,tt0106230
nm0015707	Ismael Al-Hamd	\N	\N	actor	tt0125980
nm0015708	Ayman Al-Hourani	\N	\N	miscellaneous	tt0125980
nm0015709	Sharifa Al-Ibraheem	\N	\N	miscellaneous	tt0194422
nm0015710	Nahila May Al-Jabri	\N	\N	producer,miscellaneous	tt0081059
nm0015711	Mohamad Al-Jalahma	\N	\N	actor	tt0120188
nm0015712	Dima Al-Joundi	\N	\N	producer,director,writer	tt2817550,tt5195648,tt1291643,tt1323576
nm0015713	Ali Al-Kassar	1887	1957	actor,writer	tt0270850,tt0310632,tt0276158,tt0281150
nm0015714	Adel Al-Khadad	1964	\N	actor,director,producer	tt1069252,tt0388605,tt1459055,tt0087449
nm0015715	Rania Al-Khalak	\N	\N	actress	tt0174026
nm0015716	Ahmed Al-Khan	\N	\N	actor	tt0162650
nm0015717	Amer Al-Khan	\N	\N	actor	tt0162650
nm0015718	Jassim Al-Khazraji	\N	\N	actor	tt0120188
nm0015719	Ahmed Al-Machriqi	\N	\N	actor	tt0268966,tt0262250,tt0258644
nm0015720	Hashim Al-Mashat	\N	\N	camera_department	tt0035423,tt0208910,tt0293176,tt0246592
nm0015721	Khalid Raja Al-Nawafleh	\N	\N	miscellaneous	tt0125980
nm0015722	Fareed Al-Oboudi	\N	\N	director,actor,writer	tt0278166
nm0015723	Idris Al-Oboudi	\N	\N	actor	tt0278166
nm0015724	Waleed Al-Oboudi	\N	\N	\N	\N
nm0015725	Haidar Al-Omar	\N	\N	director	tt0247346,tt0248914
nm0015727	Omar Al-Qattan	\N	\N	director,producer,writer	tt0245404,tt0111354,tt0460124,tt0396743
nm0015728	Dharma Harun Al-Rashid	\N	\N	actor,director,writer	tt0275183,tt0166485,tt2879110,tt0276270
nm0015729	Abdul Kader Al-Rifai	\N	\N	miscellaneous	tt0202309,tt0230120,tt0230119
nm0015730	Ahmad Al-Rikaby	\N	\N	actor	tt0118402
nm0015731	Majda Al-Romi	\N	\N	composer	tt0162510
nm0015732	Naim Al-Safi	\N	\N	director	tt0248956
nm0015733	Abdel Khalak Al-Samorrani	\N	\N	director	tt0247557
nm0015734	Hussein Al-Samorrani	\N	\N	director	tt0247774
nm0015735	Bassam Al-Sarraj	\N	\N	actor,sound_department	tt0205938,tt0329934,tt0846702
nm0015736	Alsari Al-Shehali	\N	\N	actor	tt0098453
nm0015737	Kamal El-Shinnawi	1921	2011	actor,producer,writer	tt0374352,tt0343169,tt13854242,tt0370003
nm0015738	Kamel El-Telmessani	\N	\N	director,writer,production_manager	tt0300447,tt0038138,tt0315183,tt0311392
nm0015739	C-Nedra Al-Thor	\N	\N	miscellaneous	tt0184894,tt0119217,tt0182000,tt1279170
nm0015740	Mohammed Ahmed Al-Tuweiseh	\N	\N	miscellaneous	tt0125980
nm0015741	Fahd Al-Ujaimy	\N	\N	actor	tt0120188
nm0015742	Kamal Al-Wabi	\N	\N	director	tt0249257
nm0015743	Munir Al-Yasin	\N	\N	director,producer	tt0188494
nm0015744	Muhammad Munir Al-Yassine	\N	\N	director	tt0247521,tt0248764,tt0248670
nm0015745	Faisal Al-Yasiri	1933	2022	director,producer,writer	tt0255547,tt0079812,tt0254979,tt21480124
nm0015746	Erkki Ala-Könni	\N	\N	miscellaneous,actor	tt0053240,tt0190919,tt28802909
nm0015747	Markku Ala-Mononen	\N	\N	sound_department,production_manager,camera_department	tt0158431,tt16098916,tt0190919,tt0320015
nm0015748	Vesa Ala-Seppälä	\N	\N	actor	tt0090215
nm0015749	Aune Ala-Tuuhonen	1923	1976	writer,music_department,soundtrack	tt0053984,tt1501408
nm0015750	Talaat Alaam	\N	\N	assistant_director,director,actor	tt0310632,tt0370312,tt0205205,tt1177152
nm0015751	Alabama	\N	\N	actress,archive_footage	\N
nm0015752	Rodrigo Alabart	\N	\N	art_department,art_director,assistant_director	tt9666970,tt0219175,tt14336374,tt9842844
nm0015753	Maria Alabasio	\N	\N	production_manager	tt0066612
nm0015754	Tunde Alabi	\N	\N	actor,director,script_department	tt16384288,tt28119464,tt20398896,tt0084152
nm0015755	Yetunde Alabi	\N	\N	actress	tt0115725
nm0015756	Alex Alabin-Blank	\N	\N	music_department	tt0124301
nm0015757	Nina Alabina	\N	\N	actress	tt0062392
nm0015758	Daniele Alabiso	\N	\N	editor,editorial_department	tt0058865,tt0096000,tt0075152,tt0085662
nm0015759	Enzo Alabiso	\N	\N	editor,actor,assistant_director	tt0060886,tt0070110,tt0065975,tt0134747
nm0015760	Eugenio Alabiso	1937	\N	editor,miscellaneous,editorial_department	tt0060196,tt0059578,tt0074442,tt0091166
nm0015761	Mario Alabiso	\N	\N	production_manager,writer,producer	tt0080892,tt0069064,tt0069457,tt0067303
nm0015762	Paola Alabiso	\N	\N	actress	tt0075879
nm0015763	Salvatore Alabiso	\N	\N	producer,writer	tt0052277,tt0069457,tt0063413,tt0072614
nm0015764	Derya Alabora	1959	\N	actress	tt0128332,tt1285130,tt0885470,tt1972571
nm0015765	Mustafa Alabora	1947	\N	actor,sound_department	tt0388189,tt4343334,tt0287319,tt5229228
nm0015766	Wojciech Alaborski	1941	2009	actor	tt0170351,tt0389670,tt0077134,tt0388607
nm0015767	Jason Alabough	\N	\N	actor	tt0106759
nm0015768	Sandrine Alabre Durand-Dassier	\N	\N	costume_department,costume_designer,actress	tt0309987,tt1182257,tt0446370,tt0887901
nm0015769	Aleksandar Alac	1960	\N	actor	tt3111612,tt5207166,tt0191699,tt0191710
nm0015770	Milovan Alac	1930	2001	actor	tt0222465,tt0426733,tt0081955,tt0064091
nm0015771	Sol Alac	\N	\N	actress	tt0215840,tt0247905,tt0191745,tt0291915
nm0015772	Mario Alacalde	\N	\N	miscellaneous	tt0112869
nm0015775	Carl Alacchi	\N	\N	actor,visual_effects,archive_footage	tt0319262,tt0362227,tt0115303,tt0258534
nm0015776	Marianna Alacchi	1956	\N	actress,make_up_department,manager	tt0120458,tt1675192,tt1980185,tt0484243
nm0015777	Nick Alachiotis	\N	\N	stunts,actor,miscellaneous	tt1877832,tt0489099,tt0450232,tt6259380
nm0015778	Francisco R. Alacid	\N	\N	actor	tt0059060,tt0058942
nm0015779	José Antonio Alacid	\N	\N	actor	tt0076405,tt0078994,tt0373498,tt0090537
nm0015780	Siegfried Alack	\N	\N	actor	tt0174743,tt0057658
nm0015781	Bill Alacon	\N	\N	miscellaneous	tt0113537,tt0116293
nm0015782	Rinaldo Alacorn	\N	\N	actor	\N
nm0015783	Kym Amad	\N	\N	actress	tt0098787,tt5884844
nm0015784	Züli Aladag	1968	\N	director,writer,actor	tt0478114,tt7664388,tt0308214,tt0233906
nm0015785	Aladdin	1912	1970	actor,soundtrack,archive_footage	tt0061254,tt0052505,tt0053525,tt0059982
nm0015786	Johnny Aladdin	1914	1987	actor,archive_footage	tt0058844,tt0059998,tt0061248,tt0059982
nm0015787	The Aladdins	\N	\N	composer	tt0060712
nm0015788	Moni Aladgemov	1922	2001	production_designer,set_decorator,art_director	tt0314682,tt0289712,tt0062655,tt0338832
nm0015789	Zuzika Aladic	\N	\N	actress	tt0177155
nm0015790	Genésio Aladim	\N	\N	actor	tt0067370
nm0015791	Sylviane Aladin	1925	1993	actress	tt0202083,tt0188668,tt0303828,tt0194315
nm0015792	Norman Aladjem	\N	\N	producer,manager,writer	tt0091055,tt8427140,tt6328242,tt18265950
nm0015793	Alfredo Alados Rodríguez	\N	\N	producer	tt0016568
nm0015794	Mohammad Aladpoush	\N	\N	cinematographer,camera_department	tt0123094,tt0333645,tt8338870,tt2848876
nm0015795	Andrés Aladren	\N	\N	actor,art_department	tt1305897,tt0114671
nm0015796	Ana Aladro	\N	\N	director,actress	tt9067062,tt0175942,tt8002714,tt0374416
nm0015797	Rafael Aladro	\N	\N	actor	tt0297174,tt0156951,tt2310670,tt0787941
nm0015799	Alady	1902	1968	actor	tt0020637,tt0025949,tt0023823,tt0026977
nm0015800	Aladzan	\N	\N	actress	tt0271104
nm0015801	Aladár László	1896	1958	writer,actor	tt0023622,tt0036865,tt0488771,tt0029925
nm0015802	Paloma Alaez	\N	\N	actress	tt0087017,tt0087913
nm0015803	Anthony Alafaci	\N	\N	actor	tt0085204
nm0015804	Sarah Alafandari	\N	\N	actress	tt0166817,tt0102029
nm0015805	Matt Alafetich	\N	\N	camera_department	tt0115813,tt0111142,tt0816179,tt0186336
nm0015806	Socrates Alafouzos	\N	\N	actor,director,writer	tt4364202,tt1976000,tt8404094,tt4557714
nm0015807	Miguel Algarín	1941	2020	miscellaneous	tt0078024,tt0084514,tt0261066,tt0329823
nm0015808	Maya Alagh	\N	\N	actress,archive_footage	tt0347416,tt0338477,tt0105866,tt0287111
nm0015809	Abolfazl Alagheband	\N	\N	actor,producer	tt0117214,tt0086453
nm0015810	John Alagia	\N	\N	music_department,sound_department,soundtrack	tt0408839,tt0403508,tt1798603,tt0162024
nm0015811	Branko Alagic	\N	\N	actor	tt0097910
nm0015812	Ace Alagna	1925	2000	actor	tt0070672
nm0015813	Roberto Alagna	1963	\N	actor,writer,soundtrack	tt0140379,tt0240122,tt1536048,tt0472301
nm0015814	Sal Alagna	\N	\N	actor	tt0117289
nm0015815	Salvatore Alagna	\N	\N	actor	tt0165798
nm0015817	Touria Alaoui	\N	\N	actress	tt0424484,tt2949552,tt27369751,tt15162904
nm0015818	Rita Alagão	1967	\N	miscellaneous,actress	tt0497858,tt0391681,tt3811772,tt0391666
nm0015820	Sheeba Alahani	\N	\N	actress,archive_footage	tt0092615
nm0015821	Dean Alai	1971	\N	actor,producer	tt2071645,tt0126604,tt0203259,tt0294782
nm0015822	Mahi Alai	\N	\N	miscellaneous	tt0112594
nm0015823	Azzedine Alaïa	1940	2017	costume_department,costume_designer,archive_footage	tt0090264,tt0401383,tt0055934,tt7648726
nm0015824	Anthony Alaimo	\N	\N	location_management	tt0201653
nm0015825	Doris Alaimo	\N	\N	costume_department,miscellaneous	tt0101745,tt0108757,tt0108514,tt0192455
nm0015826	Marc Alaimo	1942	\N	actor	tt0100802,tt0098439,tt0106145,tt0110622
nm0015827	Michael Alaimo	\N	\N	actor,writer,archive_footage	tt0078966,tt0085970,tt0117705,tt0122247
nm0015828	Paolo Alaimo	\N	\N	actor	tt0144646,tt0943696
nm0015829	Simone Alaimo	1950	\N	actor	tt0231231,tt0260103,tt0252412,tt0335704
nm0015830	Steve Alaimo	1939	\N	actor,music_department,producer	tt0062493,tt0205110,tt0067476,tt0119560
nm0015832	Alain	\N	\N	actor	tt0204145,tt0239605,tt0197450
nm0015833	Berthiaume Alain	\N	\N	\N	\N
nm0015834	Carolle Alain	\N	\N	editorial_department,editor,director	tt0338337,tt0118956,tt0297181,tt0218817
nm0015835	Elisabeth Alain	1938	1974	actress,writer	tt0270115,tt0806987,tt3117196,tt1369743
nm0015836	Erin Alain	\N	\N	actress	tt0124819
nm0015837	Jacques Alain	\N	\N	writer	tt0187386
nm0015838	Marie-Claude Alain	\N	\N	actress	tt0138497,tt0444950,tt5954206,tt4828090
nm0015839	Michael Alain	\N	\N	actor	tt0046034
nm0015840	Olivier Alain	1918	1994	composer	tt0149728,tt7354514
nm0015842	Sylvia Alain	\N	\N	actress	tt0084651
nm0015843	Véronique Alain	\N	\N	actress	tt0080009,tt3230082,tt0232083,tt0170892
nm0015844	Rose Alaio	1947	\N	actress	tt0062595,tt0057731,tt0133327,tt0048845
